"id","ncbi_id","name","name_class","node_rank","parent_ncbi_id","edited_name","left_value","right_value"
1534500428,1534500428,"Coris gaimard","scientific name","species","126328","Coris gaimard",0,0
1534500418,1534500418,"Anampses meleagrides","scientific name","species","241262","Anampses meleagrides",0,0
1534500415,1534500415,"Cirrhilabrus lubbocki","scientific name","species","241276","Cirrhilabrus lubbocki",0,0
1534500407,1534500407,"Cetoscarus bicolor","scientific name","species","188106","Cetoscarus bicolor",0,0
1534500406,1534500406,"Hemigymnus melapterus","scientific name","species","241302","Hemigymnus melapterus",0,0
1534500404,1534500404,"Gomphosus caeruleus","scientific name","species","8248","Gomphosus caeruleus",0,0
1534500403,1534500403,"Scarus vetula","scientific name","species","59660","Scarus vetula",0,0
1534500389,1534500389,"Labroides dimidiatus","scientific name","species","241307","Labroides dimidiatus",0,0
1534500388,1534500388,"Halichoeres scapularis","scientific name","species","51788","Halichoeres scapularis",0,0
1534500387,1534500387,"Halichoeres scapularis","scientific name","species","51788","Halichoeres scapularis",0,0
1534500382,1534500382,"Halichoeres chloropterus","scientific name","species","51788","Halichoeres chloropterus",0,0
1534500373,1534500373,"Cheilinus chlorourus","scientific name","species","202584","Cheilinus chlorourus",0,0
1534500368,1534500368,"Cheilinus fasciatus","scientific name","species","202584","Cheilinus fasciatus",0,0
1534500367,1534500367,"Halichoeres scapularis","scientific name","species","51788","Halichoeres scapularis",0,0
1534500359,1534500359,"Chlorurus japanensis","scientific name","species","126670","Chlorurus japanensis",0,0
1534500357,1534500357,"Halichoeres chloropterus","scientific name","species","51788","Halichoeres chloropterus",0,0
1534500356,1534500356,"Halichoeres chloropterus","scientific name","species","51788","Halichoeres chloropterus",0,0
1534500355,1534500355,"Halichoeres hortulanus","scientific name","species","51788","Halichoeres hortulanus",0,0
1534500350,1534500350,"Coris cuvieri","scientific name","species","126328","Coris cuvieri",0,0
1534500349,1534500349,"Choerodon anchorago","scientific name","species","91744","Choerodon anchorago",0,0
1534500348,1534500348,"Hemigymnus melapterus","scientific name","species","241302","Hemigymnus melapterus",0,0
1534500347,1534500347,"Cheilinus chlorourus","scientific name","species","202584","Cheilinus chlorourus",0,0
1534500346,1534500346,"Leptoscarus vaigiensis","scientific name","species","188115","Leptoscarus vaigiensis",0,0
1534500344,1534500344,"Halichoeres hortulanus","scientific name","species","51788","Halichoeres hortulanus",0,0
1534500343,1534500343,"Thalassoma lunare","scientific name","species","76337","Thalassoma lunare",0,0
1534500342,1534500342,"Thalassoma lunare","scientific name","species","76337","Thalassoma lunare",0,0
1534500341,1534500341,"Halichoeres hortulanus","scientific name","species","51788","Halichoeres hortulanus",0,0
1534500340,1534500340,"Halichoeres melanurus","scientific name","species","51788","Halichoeres melanurus",0,0
1534500338,1534500338,"Epibulus insidiator","scientific name","species","241288","Epibulus insidiator",0,0
1534500337,1534500337,"Macropharyngodon ornatus","scientific name","species","241317","Macropharyngodon ornatus",0,0
1534500335,1534500335,"Anampses meleagrides","scientific name","species","241262","Anampses meleagrides",0,0
1534500333,1534500333,"Chlorurus bleekeri","scientific name","species","126670","Chlorurus bleekeri",0,0
1534500331,1534500331,"Cheilinus fasciatus","scientific name","species","202584","Cheilinus fasciatus",0,0
1534500330,1534500330,"Anampses caeruleopunctatus","scientific name","species","241262","Anampses caeruleopunctatus",0,0
1534500329,1534500329,"Thalassoma hardwicke","scientific name","species","76337","Thalassoma hardwicke",0,0
1515256604,1515256604,"Scarus niger","scientific name","species","59660","Scarus niger",0,0
1515256534,1515256534,"Scarus vetula","scientific name","species","59660","Scarus vetula",0,0
1515256531,1515256531,"Cheilinus fasciatus","scientific name","species","202584","Cheilinus fasciatus",0,0
1515256530,1515256530,"Choerodon anchorago","scientific name","species","91744","Choerodon anchorago",0,0
1440882391,1440882391,"Cheilio inermis","scientific name","species","241272","Cheilio inermis",0,0
1418576117,1418576117,"Halichoeres hartzfeldii","scientific name","species","51788","Halichoeres hartzfeldii",0,0
1418576103,1418576103,"Cheilinus fasciatus","scientific name","species","202584","Cheilinus fasciatus",0,0
1418383366,1418383366,"Stethojulis strigiventer","scientific name","species","241347","Stethojulis strigiventer",0,0
1188497458,1188497458,"Halichoeres hartzfeldii","scientific name","species","51788","Halichoeres hartzfeldii",0,0
1188497444,1188497444,"Cheilinus fasciatus","scientific name","species","202584","Cheilinus fasciatus",0,0
1321304072,1321304072,"Halichoeres californicus","scientific name","species","51788","Halichoeres californicus",0,0
1321304071,1321304071,"Halichoeres socialis","scientific name","species","51788","Halichoeres socialis",0,0
1321304070,1321304070,"Halichoeres semicinctus","scientific name","species","51788","Halichoeres semicinctus",0,0
1321304069,1321304069,"Halichoeres salmofasciatus","scientific name","species","51788","Halichoeres salmofasciatus",0,0
1321304068,1321304068,"Halichoeres rubrovirens","scientific name","species","51788","Halichoeres rubrovirens",0,0
1321304067,1321304067,"Halichoeres radiatus","scientific name","species","51788","Halichoeres radiatus",0,0
1321304066,1321304066,"Halichoeres poeyi","scientific name","species","51788","Halichoeres poeyi",0,0
1321304065,1321304065,"Halichoeres pictus","scientific name","species","51788","Halichoeres pictus",0,0
1321304064,1321304064,"Halichoeres maculipinna","scientific name","species","51788","Halichoeres maculipinna",0,0
1321304063,1321304063,"Halichoeres notospilus","scientific name","species","51788","Halichoeres notospilus",0,0
1321304062,1321304062,"Halichoeres nicholsi","scientific name","species","51788","Halichoeres nicholsi",0,0
1321304061,1321304061,"Halichoeres melanotis","scientific name","species","51788","Halichoeres melanotis",0,0
1321304060,1321304060,"Halichoeres maculipinna","scientific name","species","51788","Halichoeres maculipinna",0,0
1321304059,1321304059,"Halichoeres garnoti","scientific name","species","51788","Halichoeres garnoti",0,0
1321304058,1321304058,"Halichoeres dispilus","scientific name","species","51788","Halichoeres dispilus",0,0
1321304057,1321304057,"Halichoeres discolor","scientific name","species","51788","Halichoeres discolor",0,0
1321304056,1321304056,"Halichoeres cyanocephalus","scientific name","species","51788","Halichoeres cyanocephalus",0,0
1321304055,1321304055,"Halichoeres cyanocephalus","scientific name","species","51788","Halichoeres cyanocephalus",0,0
1321304054,1321304054,"Halichoeres chierchiae","scientific name","species","51788","Halichoeres chierchiae",0,0
1321304053,1321304053,"Halichoeres brasiliensis","scientific name","species","51788","Halichoeres brasiliensis",0,0
1321304052,1321304052,"Halichoeres bivittatus","scientific name","species","51788","Halichoeres bivittatus",0,0
1321304051,1321304051,"Halichoeres bathyphilus","scientific name","species","51788","Halichoeres bathyphilus",0,0
1321304050,1321304050,"Halichoeres adustus","scientific name","species","51788","Halichoeres adustus",0,0
1321304049,1321304049,"Thalassoma bifasciatum","scientific name","species","76337","Thalassoma bifasciatum",0,0
1278992224,1278992224,"Thalassoma lucasanum","scientific name","species","76337","Thalassoma lucasanum",0,0
1278992223,1278992223,"Scarus rubroviolaceus","scientific name","species","59660","Scarus rubroviolaceus",0,0
1278992222,1278992222,"Scarus ghobban","scientific name","species","59660","Scarus ghobban",0,0
1278992221,1278992221,"Scarus compressus","scientific name","species","59660","Scarus compressus",0,0
